info @storybook/react v6.3.2
info 
info => Cleaning outputDir: C:\Users\migue\AppData\Local\Temp\chromatic--10544-IHl4mRFAek7k
info => Copying static files: ./public => ./
info => Loading presets
info => Compiling preview..
info => Loading 1 config file in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook"
info => Loading 9 other files in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook"
info => Adding stories defined in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook\main.js"
info => Loading Webpack configuration from `node_modules\react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\core-client\dist\esm\globals\polyfills.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\core-client\dist\esm\globals\globals.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\storybook-init-framework-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\frameworks\common\config.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\config.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-links\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-actions\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-actions\dist\esm\preset\addArgs.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addParameter.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-measure\dist\esm\preset\preview.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\storybook-addon-outline\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\preview.js-generated-config-entry.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 68% building 757/777 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_listCacheSet.js
<s> [webpack.Progress] 68% building 757/778 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_listCacheGet.js
<s> [webpack.Progress] 68% building 757/779 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_listCacheDelete.js
<s> [webpack.Progress] 68% building 758/779 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_listCacheDelete.js
<s> [webpack.Progress] 68% building 758/780 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_getMatchData.js
<s> [webpack.Progress] 68% building 758/781 modules 23 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_Promise.js
<s> [webpack.Progress] 68% building 758/782 modules 24 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_Map.js
<s> [webpack.Progress] 68% building 758/783 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_Uint8Array.js
<s> [webpack.Progress] 68% building 758/784 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\mini-css-extract-plugin\dist\loader.js??ref--9-oneOf-4-0!C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\css-loader\dist\cjs.js??ref--9-oneOf-4-1!C:\Users\migue\Dev\learnstorybook-design-system\node_modules\postcss-loader\src\index.js??postcss!C:\Users\migue\Dev\learnstorybook-design-system\src\stories\header.css
<s> [webpack.Progress] 67% building 758/785 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\mini-css-extract-plugin\dist\loader.js??ref--9-oneOf-4-0!C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\css-loader\dist\cjs.js??ref--9-oneOf-4-1!C:\Users\migue\Dev\learnstorybook-design-system\node_modules\postcss-loader\src\index.js??postcss!C:\Users\migue\Dev\learnstorybook-design-system\src\stories\page.css
<s> [webpack.Progress] 67% building 758/786 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseUnary.js
<s> [webpack.Progress] 67% building 758/787 modules 29 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseKeys.js
<s> [webpack.Progress] 67% building 758/788 modules 30 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\isArrayLike.js
<s> [webpack.Progress] 67% building 758/789 modules 31 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.array.splice.js
<s> [webpack.Progress] 67% building 759/789 modules 30 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.array.splice.js
<s> [webpack.Progress] 67% building 760/789 modules 29 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.array.splice.js
<s> [webpack.Progress] 67% building 761/789 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.array.splice.js
<s> [webpack.Progress] 67% building 761/790 modules 29 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_trimmedEndIndex.js
<s> [webpack.Progress] 67% building 762/790 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_trimmedEndIndex.js
<s> [webpack.Progress] 67% building 763/790 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_trimmedEndIndex.js
<s> [webpack.Progress] 68% building 764/790 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_trimmedEndIndex.js
<s> [webpack.Progress] 68% building 765/790 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_trimmedEndIndex.js
<s> [webpack.Progress] 68% building 766/790 modules 24 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_trimmedEndIndex.js
<s> [webpack.Progress] 68% building 767/790 modules 23 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_trimmedEndIndex.js
<s> [webpack.Progress] 68% building 768/790 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_trimmedEndIndex.js
<s> [webpack.Progress] 68% building 769/790 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_trimmedEndIndex.js
<s> [webpack.Progress] 68% building 769/791 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\array-includes\shim.js
<s> [webpack.Progress] 68% building 770/791 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\array-includes\shim.js
<s> [webpack.Progress] 68% building 770/792 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_arrayPush.js
<s> [webpack.Progress] 68% building 770/793 modules 23 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\babel-loader\lib\index.js??ref--9-oneOf-2!C:\Users\migue\Dev\learnstorybook-design-system\src\shared\icons.js
<s> [webpack.Progress] 68% building 770/794 modules 24 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_arrayFilter.js
<s> [webpack.Progress] 68% building 770/795 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\function.prototype.name\polyfill.js
<s> [webpack.Progress] 68% building 770/796 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\stubArray.js
<s> [webpack.Progress] 67% building 770/797 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\babel-loader\lib\index.js??ref--9-oneOf-2!C:\Users\migue\Dev\learnstorybook-design-system\src\shared\animation.js
<s> [webpack.Progress] 68% building 771/797 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\babel-loader\lib\index.js??ref--9-oneOf-2!C:\Users\migue\Dev\learnstorybook-design-system\src\shared\animation.js
<s> [webpack.Progress] 67% building 771/798 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\uniq.js
<s> [webpack.Progress] 68% building 772/798 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\uniq.js
<s> [webpack.Progress] 68% building 773/798 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\uniq.js
<s> [webpack.Progress] 68% building 774/798 modules 24 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\uniq.js
<s> [webpack.Progress] 68% building 775/798 modules 23 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\uniq.js
<s> [webpack.Progress] 68% building 776/798 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\uniq.js
<s> [webpack.Progress] 68% building 777/798 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\uniq.js
<s> [webpack.Progress] 68% building 778/798 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\uniq.js
<s> [webpack.Progress] 68% building 778/799 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseKeysIn.js
<s> [webpack.Progress] 68% building 779/799 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseKeysIn.js
<s> [webpack.Progress] 68% building 779/800 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_stackSet.js
<s> [webpack.Progress] 68% building 780/800 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_stackSet.js
<s> [webpack.Progress] 68% building 781/800 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_stackSet.js
<s> [webpack.Progress] 68% building 782/800 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_stackSet.js
<s> [webpack.Progress] 68% building 783/800 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_stackSet.js
<s> [webpack.Progress] 68% building 783/801 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_stackHas.js
<s> [webpack.Progress] 68% building 783/802 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\prop-types\factoryWithThrowingShims.js
<s> [webpack.Progress] 68% building 784/802 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\prop-types\factoryWithThrowingShims.js
<s> [webpack.Progress] 68% building 784/803 modules 19 active css C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\css-loader\dist\cjs.js??ref--9-oneOf-4-1!C:\Users\migue\Dev\learnstorybook-design-system\node_modules\postcss-loader\src\index.js??postcss!C:\Users\migue\Dev\learnstorybook-design-system\src\stories\header.css 0
<s> [webpack.Progress] 68% building 785/803 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\prop-types\factoryWithThrowingShims.js
<s> [webpack.Progress] 68% building 786/803 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\prop-types\factoryWithThrowingShims.js
<s> [webpack.Progress] 68% building 786/804 modules 18 active css C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\css-loader\dist\cjs.js??ref--9-oneOf-4-1!C:\Users\migue\Dev\learnstorybook-design-system\node_modules\postcss-loader\src\index.js??postcss!C:\Users\migue\Dev\learnstorybook-design-system\src\stories\page.css 0
<s> [webpack.Progress] 68% building 787/804 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\prop-types\factoryWithThrowingShims.js
<s> [webpack.Progress] 68% building 788/804 modules 16 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\prop-types\factoryWithThrowingShims.js
<s> [webpack.Progress] 68% building 789/804 modules 15 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\prop-types\factoryWithThrowingShims.js
<s> [webpack.Progress] 68% building 790/804 modules 14 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\prop-types\factoryWithThrowingShims.js
<s> [webpack.Progress] 69% building 791/804 modules 13 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\prop-types\factoryWithThrowingShims.js
<s> [webpack.Progress] 68% building 791/805 modules 14 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\babel-loader\lib\index.js??ref--9-oneOf-2!C:\Users\migue\Dev\learnstorybook-design-system\src\Badge.js
<s> [webpack.Progress] 68% building 791/806 modules 15 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_stackGet.js
<s> [webpack.Progress] 68% building 792/806 modules 14 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_stackGet.js
<s> [webpack.Progress] 68% building 792/807 modules 15 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\babel-loader\lib\index.js??ref--9-oneOf-2!C:\Users\migue\Dev\learnstorybook-design-system\src\Avatar.js
<s> [webpack.Progress] 68% building 792/808 modules 16 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_stackDelete.js
<s> [webpack.Progress] 68% building 792/809 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\color-name\index.js
<s> [webpack.Progress] 68% building 792/810 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-syntax-highlighter\dist\esm\languages\prism\graphql.js
<s> [webpack.Progress] 68% building 793/810 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-syntax-highlighter\dist\esm\languages\prism\graphql.js
<s> [webpack.Progress] 68% building 793/811 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_stackClear.js
<s> [webpack.Progress] 68% building 793/812 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-syntax-highlighter\dist\esm\languages\prism\json.js
<s> [webpack.Progress] 68% building 794/812 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-syntax-highlighter\dist\esm\languages\prism\json.js
<s> [webpack.Progress] 68% building 794/813 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-syntax-highlighter\dist\esm\languages\prism\js-extras.js
<s> [webpack.Progress] 68% building 794/814 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-syntax-highlighter\dist\esm\languages\prism\css.js
<s> [webpack.Progress] 68% building 794/815 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-syntax-highlighter\dist\esm\languages\prism\jsx.js
<s> [webpack.Progress] 68% building 794/816 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-syntax-highlighter\dist\esm\languages\prism\bash.js
<s> [webpack.Progress] 68% building 795/816 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-syntax-highlighter\dist\esm\languages\prism\bash.js
<s> [webpack.Progress] 68% building 796/816 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-syntax-highlighter\dist\esm\languages\prism\bash.js
<s> [webpack.Progress] 68% building 797/816 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-syntax-highlighter\dist\esm\languages\prism\bash.js
<s> [webpack.Progress] 68% building 797/817 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\doctrine\lib\utility.js
<s> [webpack.Progress] 68% building 797/818 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\doctrine\lib\typed.js
<s> [webpack.Progress] 68% building 798/818 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\doctrine\lib\typed.js
<s> [webpack.Progress] 68% building 799/818 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\doctrine\lib\typed.js
<s> [webpack.Progress] 68% building 800/818 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\doctrine\lib\typed.js
<s> [webpack.Progress] 68% building 800/819 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\react-editable-json-tree\components\JsonAddValue.js
<s> [webpack.Progress] 68% building 801/819 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\react-editable-json-tree\components\JsonAddValue.js
<s> [webpack.Progress] 68% building 802/819 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\react-editable-json-tree\components\JsonAddValue.js
<s> [webpack.Progress] 68% building 802/820 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\qs\lib\utils.js
<s> [webpack.Progress] 68% building 802/821 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\typeScript\handleProp.js
<s> [webpack.Progress] 68% building 802/822 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\propTypes\handleProp.js
<s> [webpack.Progress] 68% building 802/823 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_stringToPath.js
<s> [webpack.Progress] 68% building 802/824 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseIsEqualDeep.js
<s> [webpack.Progress] 68% building 803/824 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseIsEqualDeep.js
<s> [webpack.Progress] 68% building 804/824 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseIsEqualDeep.js
<s> [webpack.Progress] 68% building 804/825 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseHasIn.js
<s> [webpack.Progress] 68% building 804/826 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseFlatten.js
<s> [webpack.Progress] 68% building 804/827 modules 23 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseSetToString.js
<s> [webpack.Progress] 68% building 805/827 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseSetToString.js
<s> [webpack.Progress] 68% building 806/827 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseSetToString.js
<s> [webpack.Progress] 68% building 807/827 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_baseSetToString.js
<s> [webpack.Progress] 68% building 807/828 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_apply.js
<s> [webpack.Progress] 68% building 807/829 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_hasPath.js
<s> [webpack.Progress] 68% building 807/830 modules 23 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_shortOut.js
